Interest,Gain,Positive,Speed,Difficult,Content
5,3,3,3,3,這星期二老師教了一些基礎的電路，我一直對這個主題非常感興趣，有時候空閒之餘會去網路看別人寫有關這個的文章學習。上課時提到的一些故事也蠻有趣的，我覺得這些故事當中也有學習之處我也蠻喜歡的。
5,3,3,3,3,這週老師開始講algorithm 的 hardware realizations，包括基礎電路的設計，and / not / or gate，算是我比較有興趣的硬體部分
3,3,5,3,3,開始認真聽老師上課之後，覺得資概並沒有那麼難了，對人工智慧很有興趣，希望之後可以越來越了解人工智慧的相關知識
3,3,5,3,3,我覺得經過了一次小考，我更能知道自己上課的時候筆記該怎麼做、重點該怎麼整理、哪裡讀書方法不對，在知道這些之後，上課變得更認真了呢。(當然之前也認真，現在更認真啦哈哈哈!)
3,3,3,3,3,本周提到了電晶體的概念，原來電晶體的大小跟CPU的運算能力息息相關。電路邏輯今天剛交到了一點點，雖然有些許的小問題，但經過與同學的一番討論後，終於了解了如何讓電流通過和停止。開學已經到了第三周了，希望課業能夠更快速的進入狀況。
3,5,5,3,3,今天學到了一些電腦最初始的運作原理，無論是任何程式、系統、圖片、影片、音樂檔案，都是由0和1所建構出來的資訊並儲存在硬碟中，現在很多通用的萬國碼UNICODE、ASCII、BIG5也都是由二進位的數字來定義的字元，基於電晶體的運作原理，二進位可以說是最適合電腦的一種進位法。而上課時也提到了電晶體的大小與CPU的一些關係，電晶體愈小，電路板能放的數量就愈多，而效能也隨之增加；從1971到2014為止，一塊CPU能容納的電晶體從2300進步到能容納50億個電晶體，可以說是發展的相當迅速，之後甚至還可能發展到5nm、3nm甚至更小，可以期待未來的CPU效能究竟能夠發展到什麼地步。
3,3,3,3,3,這禮拜過得很快，老師也對我們很好，讓我們提早下課，也希望以後老師都能這樣，並且開開心心的上課
3,3,5,3,3,這次上課的內容感覺聽起來比之前更具體一點了，不過還是需要花費時間來完全理解，而且課本上的內容也要花時間慢慢讀，這次的上課內容有說到cpu之類的東西，而且之後期末說要做，有點緊張怕不會，希望之後我能更努力的好好把這科讀好！
3,3,3,3,3,這禮拜的課程來到了第四章，學習了電晶體電路，雖然 and gate nor gate nand的概念很簡單，但組合成積體電路就越發複雜，可能還得再想想上課教的內容。另一點提到的則是2進位的表示法，由於程式設計有提到，所以還算了解，比較沒有困難。
3,1,3,3,3,上課可以學習的東西很少 老師一直在問“同學這樣有跟上我嗎” 然後課程有些內容是有誤的
3,3,5,3,3,介紹有關CPU如何製作，從過去到現在原本只有很少電晶體，到現在竟然能高達50億以上，真不讓人不敢相信。還有如何用電路來判斷 ture false，也就是1 0，還有AND要幾顆電晶體等等。補( 考試心得)，我覺得我有用心準備考試，我應該能考得不錯吧!學了很多呢。
3,5,3,3,3,學到了硬體與軟體間的關係，解開了我多年的疑惑
3,5,5,3,3,對於老師上課所說的內容，對於我是第一次聽，但是老師詳細的描述，使我異常的了解，也使我非常期待老師下次的上課。
3,3,3,3,3,這個禮拜進入了第4章的內容，主要是講關於硬體方面的知識，雖然大致上聽得懂，但這部是電機系才要學的東西嗎，我一直以為資工系只要會打程式就好，看來是我見識太淺短了。
3,5,3,3,3,This week we learn Transistor's function。I realize all message was turned into Binary and store in transistor。I feel enriched today。 
3,3,3,3,3,這週學習到的東西比較偏向硬體方面。我們可以利用布靈規則來設計電晶體，是一項實用的技能。經過這堂課後，我也有更想了解的東西，程式設計不只是軟體方面而已，他還能應用在硬體方面，而這是我要多多學習的方面，不只軟體的能力要好，同時也要培養硬體的能力。
3,3,3,3,3,前排。。。真的。。。。好。。。。冷。。。
3,3,3,3,3,星期一上課有講到人工智慧，感覺蠻有趣的，將產品智慧化，讓他們可以模仿我們人類的行為和思考模式，老師也有提到之前的新聞，AlphaGo和人類對戰圍棋，最後是人工智慧獲勝，說不定未來我們人類都會被AI給取代，感覺好像有點可怕，哈哈，老師還說未來掌握在我們這些年輕人手上了。星期二的課結束的時候點名表都還沒傳來，幸好下課後馬上去補簽了。這次心得不小心晚交了，希望能收到，sorry。
3,3,5,3,3,我覺得老師用英文上課 ，可以讓我們的英聽進步 ，我想大學很重要的一個能力，老師教的演算法也能讓我們程式設計更進步!，
3,3,3,3,3,是幾堂上課教了很多新的東西，包誇演算法的進階應用，以及電路板的設計，老師上課也有提到很多科技的發展史以及最近的時事(三奈米廠在南科)，令我更加了解cs的歷史與用途，雖說目前不是很了解，但相信繼續努力一定可以進步。
3,3,3,3,3,課程上用 AlphaGo 和 Game Tree 分別講解不同的演算法，一個是透過大量資料的分析來預測接下來的結果，一個是用二分法慢慢算出整個遊戲的結局，這樣的例子很容易理解演算法所會花費的時間。
3,3,3,3,3,雖然，我在課堂上學到要計算2的n次方的資料，需要龐大的時間，甚至大到無法用已知時間表示，但是，或許在遙遠的未來，隨著科技日益進步，是有辦法將這件事完成的，但是，到那時，也許又會有其他問題需要解決。
5,3,3,3,5,這禮拜的課程對我來說有點困難，數字系統比較好懂，但是後面樹狀的部分我仍有點一知半解，不同於其他教授，我真的很喜歡教授在課堂上分享的 一些關於資訊的歷史及趣事，本來還有點不習慣老師上課夾雜許多英文的上課方式，現在慢慢地步上軌道了。期待今後的課程！
3,3,1,3,3,老師上課可以不要中文夾雜英文，沒人聽得懂，聽不懂就考不好，沒了
3,3,3,3,3,本週上課有關於boolean logic 和 gates，透過老師的講解，讓我更清楚瞭解不同的gate的運作方式及不同點，本周還介紹了電腦的circuit，讓我初步認識到電腦的電路。
3,5,3,3,3,這次教的東西幾乎都有聽懂，不像之前都不太了解課程內容，也許是因為比較認真或者是一些專有名詞都聽得懂吧，總之這次的課程受益良多，期待下次教學。
3,3,1,3,5,最近老師又教了很多新的內容，又連續考了100多頁的考試，考試題目全英文，我沒有一題看得懂，感覺大部分的人都不會，算了吧。
3,3,5,3,3,經歷了第一次小考的教訓，我上課更認真聽了，平時也時常將課本拿出來看內容。希望我能學得更多，為自己增進知識，更為未來鋪路。
5,3,3,3,3,今天老師提到他過往出國的經，以及大環境的變遷，讓我感到非常有興趣，而且老師依舊不改其幽默本色，讓上課的過程變得更加有趣味，也提高了不少我學習的動力，這禮拜的英文單字也沒少過，但因為有加強相關能力，因此在認知上有些許的進步，希望下禮拜可以更加順利。
3,3,3,3,3,今天結束第三章，開始教第四章了，還提早了一點點下課～
3,3,3,5,1,這兩天上課的內容我認為是比較好理解的，且老師上課都會舉例，所以讓我們更容易吸收，還記得剛開學上課時對老師上課的速度難以適應，但現在已經可以跟上老師的速度並適時的做筆記，這也算是一種成長吧，
3,5,3,3,3,今天學到了甚麼是電腦系統，原本還傻傻以為電腦系統只有電腦，經過教授指導才明白許多產品都是電腦系統組成的，也學到了很多新名詞像是pixer
3,5,3,3,3,這週講到硬體 電晶體 還有or and not nand這些 因為老師速度有放慢一些也很仔細講圖片解釋給我們聽 所以就比較好了解一些了 這週學到很多
3,5,3,3,3,老師舉例舉滿多的，而且滿生動好笑的，上課可以學到東西 但壓力不會很大
3,3,3,3,3,於演算法的介紹告一段落後，認識了電晶體和其發展歷史，十分佩服科技能在短時間內如此進步。對於文字、圖像、音樂等檔案的儲存方式也有初步的認識，令我大開眼界。
3,3,3,3,3,這兩天的上課內容我感受到和先前有極大的差異，前幾次的思維和寫程式比較類似，基本上用在上程式設計課的邏輯就能理解演算法，而這星期的課程好像比較偏向硬體，我覺得自己應該要花更多時間去琢磨
3,3,3,3,5,今天教電晶體的部分，雖然有一點難，不過還可以吸收，之後複習一下應該可以了解8成。
3,3,5,3,3,老師對於科技新技術很有研究，希望未來能夠與企業無縫接軌，而不是學習舊有無用的技術，謝謝老師的帶領
3,3,3,3,3,這禮拜有關電晶體的課程，我一開始有點聽不懂，可是後來再看一次就比較懂了，也知道要怎麼畫那個圖的步驟，希望之後可以繼續加油。
3,3,3,3,3,我認今天上課的時候可以學習到lg n，n，n?和2?的指數方式，但是大小都會不同，就例如命令是10的話，lg n就會最小時間，而2?就需要更多時間
3,3,3,3,3,在這課裏我學到在書中第131頁的Summary:Searching， Sorting， Data cleanup 和 ，Patten matching的總結。接下來是學了Hamiltonian circuits。還有一些課外的知識。
3,3,3,3,3,第一次聽這段真的完全不懂，回去想了一下，然後跟同學討論後有點理解了。這次再聽一次，完全豁然開朗，之前不清楚的部分，這次幾乎了解了。
3,3,3,3,3,這次教到有關記憶體的知識，而算術邏輯單元則是中央處理器裡的其中一個執行單元，進行二進位的運算，經過此次課程對記憶體有了初步的概念了解，之後的計組課程也會有基本的先備知識。
3,5,3,3,3,這週老師提到了之後大三會接觸到的記憶體RAMROM及快取記憶體方面的知識，這些記憶儲存系統都是在以後OS方面會著墨到許多，以及ALU在CPU當中的角色發揮到了什麼功用，主要的功能是進行二進制的算術，受益十分良多。
3,5,3,3,3,大致了解電腦內部的運作方式，對於之後的學習更有幫助了，知道原理後對於在學習與實作上遇到問題時，能夠有方向去做解決，獲益良多
3,5,3,3,3,經過這堂課程讓我更加地了解到電腦記憶體與電腦的關係，之中記憶體的演化以及對現代社會的協助讓社會變得更美好 也讓我對於計算機組織架構有更深入的了解
3,3,5,3,3,今天的課程讓我重新對電路有新的了解，不管是設計電路的5個步驟，全加器的設計；以及CPU有哪些元件等等。令我大開眼界。今天的上課情況，太多人被睡覺被老師罰站，值得警惕。
3,3,3,3,3,講解了很多與CPU的內容， 加深了我對電腦的了解。設計電路不是件容易的事，但只要照著步驟做就變得較好上手，期待同學的講解
3,3,3,3,3,這周上課講解的主要為CPU架構，解釋CPU是如何實現接收指令並從記憶體讀取資料的過程，了解到電腦為了加速運行效率，而在處理器增加了Cache，大大減少直接從Main Memory讀取資料所耗費的時間。
5,3,3,5,3,上課速度偏快，有點難跟上，希望能再講細一點，會比較好吸收，但故事都很有趣，讓上課內容不會太枯燥，比較能集中精神上課
3,3,3,3,3,本周上課重點放在CPU，介紹CPU是如何和記憶體配合，以及快取記憶體的重要性，另外還有CPU對上I/O，從過去的主動接收訊號，到現在的被被動接收訊號，是技術進步的一個突破。
3,3,3,3,3,今天上課有說到五個步驟，還有RAM跟input，output
1,3,3,3,3,最近開始比較多跟硬體有關的知識，而我對硬體較沒有太大的興趣，所以課堂間偶爾會分心然後回神後就聽不太懂了，希望可以趕快結束有關硬體的單元，而我也會複習較不熟的地方。
3,5,5,3,3,我覺得今天上課，很能理解，我覺得今天的課程，還不錯，我從今天的課程得到了許多的收穫，希望往後的幾周，能繼續保持  感恩
3,5,3,3,3,這周的上課內容講了電腦系統的構造，包括關於電腦的輸入和輸出，以及電腦資料的存放，使我受益良多。
3,3,5,3,3,今天把第四章作個收尾，我覺得這堂課的重點是全加器(ADD circuit)、Multiplexor circuit和 Decorder circuit的介紹，以及為明天第五章CPU相關做一個鋪路，期待明天的課程內容。
3,5,3,3,3,經過這個禮拜的課程，讓我對電腦內部記憶體的部分有更深的了解，發現原來不是我們認為的那麼簡單，其實系統內部運作的過程是很複雜的，之後的課程希望能獲益良多
3,5,3,3,3,這周教了數位系統內部的構造，利用OR，NOT，AND閘就可以做出如此複雜又精密的系統，感覺非常令人省思，本周受益良多。
3,3,3,5,3,上邏輯電路時，希望教授放慢步驟詳細講解每個線路過程，單純看過PPT簡報很難理解課程內容，考試內容與上課內容差異太大，學生難以吸收，大幅降低了學生的上進心與熱忱
5,5,3,3,3,今天老師講了很多關於一台電腦最重要的部分------CPU，電腦主要分為Memory ， CPU ， Input-Output，CPU主要負責做運算與解讀，我覺得今天老師上課的內容非常有趣，而我今天也全神貫注地聽老師授課，覺得收穫非常多!!
3,3,3,5,3,上課速度有點快，有時候會不知道到下一頁了，現在在教的部分大概還聽得懂，但是考試範圍有點廣，沒考古題很難讀
3,3,3,3,3,希望可以真的碰觸到真正的硬體，以便於了解其中意涵
3,3,3,5,5,隨著期中考的漸漸逼近，感覺上課的內容變得比以前複雜很多，連課本上的附圖也需要花很多時間去思考與理解，而且老師上課的速度真的飆很快，常常我還在思考剛剛的上課內容時，老師就不知道又跳到第幾頁了，讓我覺得上課的壓力有點大，希望老師能在重點的地方放慢速度，或者是多講解幾次、多給一些思考的時間，讓我們能更充分的了解所學到的東西。
3,3,3,3,5,感覺越來越難了，我會更加努力的，
3,3,3,3,3,最近都在上電路 雖然有點麻煩，但是不難 如果仔細聽的話 ，不過我還是覺得聽教授前幾堂課 講的故事比較好玩
3,3,3,3,3,考試的成績這周終於公佈了，只是我沒有考到及格分數，看來我還要再多加把勁，把下次的考試考及格，並且多加專心於課堂上。
3,5,3,3,3,我覺得這堂課教的東西很重要，雖然資工系學的東西主要是軟體，但我覺得硬體和軟體是密不可分的，所以了解硬體基本的結構，這使我受益良多。
3,3,3,3,3,對於CPU的運作有了更進一步的了解，但對一些特別的英文單字意思還是不太了解。
3,5,3,3,3,這星期的課程在教電晶體，如何縮減內容，讓空間變得更大，是現在人們在努力的一個方向，這堂課讓我收益很多，提早為未來做準備。
3,3,3,3,3,還是很希望下次上課老師可以把三張點名單釘在一起之後，再讓大家傳閱簽名，不然有可能兩節課也還是來不及傳到或者傳不到。這個禮拜拿到大學第一張考卷了，真是奇特的心情，希望以後能繼續認真學習
3,3,3,3,3,那天上課感覺有點累不過還是醒著。電腦的cpu聽得懵懵懂懂。希望之後複習時能好好理解。之前就成城聽到cpu ram等等的東西，這次真的好好上了一課。以後選電腦時就可以聽符合自己要的了，而不是經過他人推薦。
3,5,3,5,3,這幾次上課內容漸漸偏向硬體的部分，老師上課速度有稍微變慢，上課較聽得懂，收穫頗多，我對電腦軟硬體的結合更加了解，但還是希望老師上課速度能在慢一點，希望能把內容講得更詳細。
3,3,3,3,5,我覺得這禮拜的課程內容有點小複雜，因為有很多種電路圖，但是老師講第二次之後就比較了解了，像是CPU的結構及中斷信號等等，透過課程可以讓我了解一些以前學到的東西。
5,3,3,3,3,整體內容算聽得懂，因為本身對電腦還算有興趣所以不會覺得無聊
3,5,3,3,3,這次上課教了有關硬體的課程，硬體設備的好壞大大地影響了程式運作的快慢，所以我們也必須有所涉略，我覺得硬體跟軟體兼顧才稱得上是一個好的工程師，這堂課讓我受益良多。
5,5,3,3,3,這次更深入了介紹CPU的運作，也講解了更多的流程圖表，帶過了一些人物，初步講解了整個電腦運算的模式，整體來說內容比以前有趣，也比較專心一些。
3,3,3,3,3,感覺越學越深，卻有種漸漸明白，把每個學過的單元連結在一起，邏輯電路串起來，組成CPU和各種運算功能的機體，軟體和硬體思路的連結越來越密切，軟體打出指令，那些命令再分成更微小的命令，跑到硬體中抓取、存放值，經過ALU運算之後再將結果輸出，寫軟體的同時也運用到硬體。
3,3,3,3,3,資概課程連接到歷史，讓我了解許多科學家對資訊工程的偉大貢獻。還有人類在這一個領域的進步，原本一萬多行的程式，進步到只需要十行就可以完成，利用演算法的輔助和其他工具的應用，使程式這個領域變得更完整，電晶體的進步使人類的生活變得更方便。人類在軟體的創造與設計變得更多元，資訊軟體是人類的無限可能!
3,3,3,3,3,這次的課程上我了解到，原來複雜的cpu也是由簡單的結構組成的，真神奇。
3,5,5,3,3,我覺得老師最近上課都越來越有共鳴了，雖然對一些東西還不是很懂，但是有越來越懂的趨勢，謝謝老師
3,5,5,3,3,我覺得這週的課程我已經可以吸收90%左右了，而且隨著一週一週的過去，期中考也接近了，要好好的讀書，準備充足，希望成績能理想點。
3,3,3,3,3,這周開始進入硬體的設備，雖然是資工偏向軟體與程式，但如果對電腦不瞭解又怎麼談電腦呢？硬體就像人的大腦一樣分成許多區塊，也需要長期記憶、運算、短期記憶等等，希望能在之後學到更深入的內容
3,3,3,3,3,這週資概課學到了，結合And，Or， Not gates去建造一個電路，這些gates連結input(values)&output(values)，包含組織真值表(truth table)，及使用gates建構電路圖，介紹cache memory&mass storage。
3,3,3,3,3,今天上課教了邏輯電路的運作原理及方法 以及進入了純硬體的部分 感覺上大概能聽懂但還需要在消化一下，感覺大家的精神狀態不是很好
3,5,3,3,3,上到現在，已經對資訊工程有了更清楚的認識，甚至下一章能開始了解CPU的構造，覺得非常神奇，也有了一些些成就感。但還是想建議老師能把點名單訂起來，真的會減少很多傳單子的時間哦~
3,3,3,3,3,今天教了很多種邏輯電路，讓我對於這方面有了些基礎的概念。除此之外，今天還學到了RAM、CPU的約略架構。我對於買這些東西很了解，但對於裡面的原理卻完全不懂，正好透過這堂課學了一些。我覺得電腦的進步相當快，不過重點還是同樣的品質下，誰能把售價壓低。
3,3,3,3,3,學到了很多東西，不過上課期間電腦程式當機有點小可惜，希望老師期中考能手下留情，感恩感恩，謝謝老師
3,3,3,3,3,CPU和記憶體的關係以及它們的功能，數據再CPU和記憶體的路徑，最後CUP最重要的核心，控制資料傳入及傳出的ALU
3,3,3,3,3,今天看見上次考試的卷子，發現有些地方令我滿意，但有些則否，不過無論如何經過了第一次的考試，讓我對這堂課更加了解。而本次上課的內容稍微有在書上看過，所以在聽教授講解時，比較能夠跟得上教授的腳步，希望能越來越好
3,3,5,3,3,今天拿到了考卷 比預想的成績高了ㄧ點，還蠻高興的 也許我的努力有點回報了，希望能ㄧ直保持下去
3,5,3,3,3,今天上課進到了第5章，我們開始認真地探討CPU運作，從今天上課的內容我們可以知道，CPU是由許多的bit所組成，CPU就是我們所說的中央處理器，也是電腦的核心，他負責運算，是電腦很重要的一部分，第4章講到如何設計一個邏輯電路，再進入到第5章，有了第4章的基礎，讓我再聽第5章時有了一定的概念，所以上課必須認真聽講，課餘時間也要加緊複習，才能學好。
3,5,3,3,3,今天上課的內容是介紹電晶體和CPU。老師教我們如何計算電晶體的個數。我原本一開始的時候還不太理解。但是在經過老師的第二次講解，我終於理解了。之後只剩我自己要回家練習的部份了。
5,3,3,3,3,這週上到了我比較喜歡的一個部分，呃，也不是比較喜歡，而是比較感興趣，也就是對電腦來說蠻重要的一個部分:Central Processing Unit ( CPU )。之前的課要不就是講電腦的發明史，要不就是講演算法之類的，歷史我是最沒興趣的，演算法的話其他程設課也有提到相關的東西，所以聽得興致索然，不過現在終於講到電腦的組成了，對我來說算是新東西、想要了解的東西，所以我會上的比較投入。
3,3,3,3,3,這周在講電腦的CPU的運作方式，關於電腦的輸入跟儲存路徑，從早期的必須主動檢查是否輸入，到現在輸入時再傳指令動作的改變還有讀取的速度快慢、是否有延遲等等，是非常重要的部分。
5,1,3,3,5,這禮拜上的課程聽的時候，有點模糊，聽得不是很懂，不過教授很仔細的講解，然後也說下禮拜還會在講解其他內容，把這些內容吸收再融合在一起，我想我應該就能夠瞭解了。雖然聽得不是很仔細，但很喜歡這次的章節，有關CPU的內容。
3,3,3,3,5,最近的課程開始介紹硬體與軟體，更深入探討其中的概念，因此有難度在，必須要好好複習，這也是資工一個很重要的環節，繼續努力學習
3,3,3,3,3,會不會買個中文書對照課本比較看得懂。一方面硬體很弱，二方面英文看不懂，真的心很累。下一次我要在上課前先預習可能會用到的單字，不然又要跟不上老師的步調了。希望期中考不要太難!!!
3,3,3,3,3,發了上禮拜考的考卷，原本很擔心會很慘但意外的沒有很難看，所以非常開心。只是這禮拜的硬體介紹還是搞不太清楚。
3,3,3,3,3,沒想到在程式中很常用到的比對是否相等就需要如此多的電晶體才能運算。加法器中的ripple digit會造成效能浪費，cpu與ram的效能gap越來越大，導致了cache的出現。經過了老師上課的說明後，我發現其實他們都是要盡量減少因為在等待其他位置造成的空閒狀態所導致的效能浪費。難道gpu，多執行序與平行化程式都是因此出現的?
3,3,3,3,3,上次考了第一次小考，我覺得下次如果有讀課本的話，應該可以考得更好。開學過了這麼多個禮拜，上課也比較能跟得上老師的腳步了，希望自己能好好把資概學好。
3,5,3,3,3,對電腦與硬體運作的原理更加了解了，以及硬體演進的發展過程也非常有趣。對硬體的規格更加的認識了，畢竟對自己使用的計算機還是要了解的。
3,3,3,3,3,今天上課不小心睡著了被叫起來去後面站，實在是對不起老師。還好後來站著之後精神好很，有在聽老師上課，不然又會甚麼都沒學到了。
3,3,3,3,3,今天上課教了關於電路的一些概念，雖然計算遇到些困難，但我相信上課認真聽一定會越來越上手。
5,5,5,3,3,這次上課我覺得非常的有趣，因為前幾週都在講軟體應用或是演算法的由來與用途；這禮拜開始，除了之前稍微提過的電晶體外，還介紹了CPU，ALU，我覺得我又離理解電腦更進一步了，真的滿開心的。希望這些知識，都能在日後我做統合的時候派上用場，畢竟現在強調跨領域的重要，資工係不能只有軟體面的實力，還要有硬體的背景知識，方能輕鬆駕馭各種案件。
3,1,3,3,5,這週突然上了很多硬體的東西，希望老師可以多解釋一些專有名詞的意思，講太快的話會突然塞不進那麼多東西
3,3,3,3,3,感覺邏輯電路有些難，回去要再多看幾遍。其中加法器更難看出他的邏輯，這個章節需要更多時間複習，希望下次上課會比較熟練。
3,3,3,3,3,上個禮拜放假，上上個禮拜的內容有些忘了，這個禮拜的就有點聽不懂，這個週末好好念書吧
3,3,5,3,3,今天老師講解了有關於CPU的基本運作概念以及跟她相互配合運作的其他軟件和硬體，儘管都是些未曾相識的知識，我依然努力的汲取。老師更說明了記憶體和硬碟並加以解釋讀取速度的差異和資料存取的概念，雖然老師上課上的很認真，但總有些人上課愛打瞌睡以及不專心聽課，希望下次上課的進度和氣氛更加一步改善 :)
3,5,3,3,3,開始講到CPU的部分了，感覺收穫很多，學到了很多邏輯電路，希望今天的課能學到更多東西
3,3,3,3,5,這次上到了CPU，了解了裡面的一些運作及電路設計，開始越來越困難的感覺了，開始要學硬體了，要加油，希望能學到很多東西。
3,3,3,3,3,這週的內容較之前更淺顯易懂，沒聽懂的重新看過一遍大概也能清楚，雖然有些英文還是要查，可是跟之前比我覺得第4章還算簡單，應該不會有問題
3,3,3,5,3,這週講了如何運用電晶體跑程式，還有CPU的指令流程。雖然老師講的很詳細，可是他講英文的時候我都聽不太懂，又講的恨快。看來如果想要真的理解這些，只能再自己慢慢看書了。
3,3,3,3,3,沒下課好累
5,5,3,3,3,用AND OR NOT做出來的電子邏輯真的非常好玩 後來還學到很多應用方式 後來還學到CPU的構造 讓我能更瞭解系統處理的步驟
3,3,3,3,3,經過連假後再次上課感覺連接不太上，雖然在第五章後就好一點。老師在寫板書時字有點小，雖然用聽的可以勉強拼出，但又不太確定，最後只好寫中文。在ALU最有感觸，大概是最近程設最近在寫大數。
3,3,3,3,3,今天教到電腦運作的硬體跟軟體的協調關係，記憶體跟處理器的演進速度差異，還有處理的大概程序，對硬體設計有初步概念
3,3,3,3,3,上完這周的課，更了解了邏輯電路的畫法，以及CPU的設計。日新月益的科技，使我們的電腦速度更快，更有效率的執行。在未來的世紀，大數據將會迅速的發展。我們需要更加有效率的電腦，幫助我們執行。在這進步的社會裡，我們需要學習更多的科技新知。
3,3,3,3,3,最近的課程和硬體相關的占多數，像是電晶體或是電路板，還有AND gate、OR gate以及NOT gate在CPU上所能呈現的功能，而且也學到一個功能不是用到的電晶體越少越好，有時候用的多一點電晶體可以有效提升運算速度，但有時候有些電晶體是多出來的，是可以刪去不用的，這上億顆電晶體的排列充滿許多學問，對於設計CPU、處理器的人真的充滿敬佩，這一定需要長時間的計畫及實際檢驗，不是可以隨便就做好拿去上架，沒想到我們的電腦竟然可以塞這麼多精密的東西，真是令人驚嘆。
3,3,3,3,3,這周開始介紹cpu的組成以及true table，這些對我來說以前只是略微聽過部分，沒有像現在這麼詳細地去了解它，光是 t NOT get，AND get，OR get 的組合以及true table的建構，就已經讓我有點聽不太懂了，一直到後面的cpu構造才能夠較清楚的理解
3,3,3,3,3,這次對於記憶體概念的講解，雖然還是有不會的地方，但是也不適完全沒有概念，相信回家自修之後能夠得到大大的改善。
3,5,3,3,1,今天上了一些電路的基礎知識，老師講的內容大致都能清楚的了解，例子也舉的淺顯易懂，獲益良多。
3,5,3,3,3,這週講到的cpu與記憶體，與我想像中的有點不同，讓我學到了不少理論上的知識。
3,3,5,3,3,這禮拜聽得比較懂，對資概不會比較排斥了，教授所講的課程我都很努力去聽，很努力地去理解，這禮拜比開學幾周都要來的聽得懂，之後也會更加努力。
3,5,3,3,3,這禮拜上課學到了甚麼是全加器，多工器，除此之外，還學到了常常聽到的RAM，ROM，以前完全不知道是什麼，但這次上課之後，終於明白這些專有名詞到底是用來做甚麼的，收穫到不少東西
3,3,3,3,3,之前暑假的時候，有在家裡自學一點的AND ，OR NOT，有一點點的概念，所以在上課，能夠大致聽得懂老師所教的。
3,3,5,3,3,今天教授有?到我們需要瞭解CPU的設計，我覺得還蠻新鮮也很好奇。我曾經在馬來西亞上過兩年的資工了，都沒很深入瞭解到CPU的設計與概念，衹是很基本的知道它的功能，如何操作等。這門課很完善的從演算法開始叫我們如何以一個資工係學生該有的思維邏輯去思考，我覺得挺棒的。很期待接下來的課程，希望可以在這門課有好的表現。
3,3,3,3,3,這週發了考卷我以為考不好結果還好有及格。這幾堂課教了很多硬體的東西，還有提到考試會叫我們設計，其實我蠻期待的我對這方面很有興趣，希望老師可以多教一點更細節的東西。
3,3,3,3,5,這週主要主要偏重硬體，包括Complicated/Reduced Instruction Set Computers，Von Neuman Architecture 等等，略為複雜，希望老師在講解各個Components的工作時能在詳盡一點
3,3,3,3,5,在還沒學硬體以前我一直無知的覺得軟體，的重要性大於硬體 再聽完老師的課之後，才知道硬體的重要性  之後會好好的了解，硬體的部分  在課堂上覺得上課內容有點困難，之後要先預習在去上課
3,3,5,3,3,禮拜一拿到了小考的成績，覺得很開心。雖然只是第一次小考，還看不出什麼，但還是有某程度上激勵的作用。最近的課程越來越難了啊~期許自己下次考試也可以考出滿意的成績!
3,3,3,3,3,本周提到了電晶體的邏輯運算還有CPU內部的組成和運算，我了解到設計一顆CPU該運用哪些邏輯的運算，還有如何節省電晶體，CPU計算的快慢跟電晶體有著非常大的關係，還有記憶體的速度提升，應該要努力突破。
3,3,3,3,3,這次上課學到了CPU裡的一些電路邏輯概念，像是AND gate、OR gate、NOT gate等運作的觀念，以及電腦控制單元如何控制資料輸入並運算之後的輸出；然後還講到了CPU與記憶體的關係，由於CPU運行的速度太快導致記憶體的速度跟不上，於是便在CPU內部裝了好幾層的快取記憶體，由於價格昂貴，所以越快速的空間越小，有了快取記憶體之後，不需要每次要拿指令、資料都要跑到記憶體甚至是硬碟拿，由此可以幫助電腦增加運行速度。
3,3,3,3,3,今天教的內容延續了上上禮拜的進度，教授為了讓我們了解最基本的地方，重複詢問了我們懂不懂，並且重新講了很多次，讓我有更深入的理解，不過還是要回來自己讀，才能更確定自己是不是真的懂，接下來會越來越複雜，所以在最基礎的地方就要搞懂，才不會之後都不知道上課內容再說什麼。
3,3,3,3,3,這次上課來到了第五章節，對CPU的運作方式有更一步地介紹，其實基本就是幾個gate還有控制器的組合就可以完成一些基本控制，但更深入的部分還沒提到，真想趕快了解
3,3,3,3,3,今天上課的進度讓我覺得比較能夠跟上了，能夠懂的東西也多了一點點，但還是很多不太懂
3,3,3,3,3,上課時老實有提到全加器，可是我有一點不懂所以，會利用自己課餘的時間，重複上portal聽老師上課，也希望再次聽完科已讓我更加了解全加器。
3,3,3,3,3,控制。。。記憶體。。。CPU。。。指令。。。運算。。。。。。。。。。（死機）
5,3,5,3,3,這幾堂課在介紹電路 and nor 這些，我覺得比起之前所教的 我比較喜歡這個單元，相對的也比較好理解 這也是CPU組成的基本單位，我相信把這個學好 對未來的我是很有幫助的 !
3,3,3,5,3,最近主要在教電路圖，跟以前的內容比較不同多了些新鮮感，上課速度上有一點快，但都還算聽得懂，希望接下來能把它學好，並將它好好利用。
3,3,3,3,3,現在課程講的邏輯閘比起之前的演算法還要更實際一點，在理解上也比較清楚。課本上的圖例也幫助不少。
3,5,3,3,3,今天發了上次考試的成績，跟我想像中的有些落差，而在上課時，我了解到了CPU的構造，不管是32bit或64bit的，都感覺好複雜，很難想像CPU那麼小顆，卻包含了這麼多東西，這堂課讓我獲益良多。
