Label,Content
Positive,考前很認真的準備，希望能有好成績，雖然要準備的內容有點多，不過只要上課有認真聽講，就比較容易研讀，讀書是自己的事，要分配好時間，才能全力以對，希望往後都能更進步，一次比一次好
Positive,這次考試我幾乎來不及準備完，而且我太多單字不會，導致我在越度課本的速度整個大幅降低。我想我以後應該多多利用零碎時間背多一點單字。不然我考試看到考卷，也是整個只有發呆的分。而且我覺得我這次讀書時間分配不好，才會導致我讀不完。加上我知道自己上課都有些聽不懂，應該要先課前預習才對。我應該把心態轉換好，不應該抱持著以前高中的心態。
Positive,第一次考試後比較了解考試的出題方向了，雖然第一次的看書方法失敗了，應該更往重點去探討並加速閱讀速度，希望下一次可以考到理想的成績。我還需要更努力
Positive,這次的考試是我上大學以來第一次的考試，我覺得大學和高中的考試很不一樣，高中的考試有八成是選擇題，剩下的才是填充題，大學則全部都是填充題，這樣看來大學的考試多了許多挑戰，必須要更加努力的讀書才能夠答出題目所要的答案，所以我算是提前許多準備了，但是130多頁的原文書實在有些太多了，所以我是到考試當天的早上才把考試範圍全部讀完，讀起書來是越來越快的，因為有許多單字是重複的，所以我是讀得越來越順，下次一定能夠更早讀完考試範圍，準備得更加充分，提高分數!!!
Positive,我衹能?我很盡力並用心地作答了，希望是好的結果吧！因?我是馬來西亞人，過往的考試都是以英文來做答的，希望不會有什?影響。很感恩考試的題目考古題都有出現過，因?真的不明白考卷不知道會以什?樣的形式來出，所以考古題真的幫了很大的忙！第一次的考試真的讓我感到壓力萬分，希望以后的考試中都能順利的完成！也希望考試成績可以快些公佈，教授可以與我們討論考題。
Positive,這次的考試雖然我非常努力地想要把150頁的原文書看完，但礙於時間關係，其實150的原文書一個人其實真的讀不完。透過這次考試，讓我知道團隊合作的重要性，我們透過分工，4個人努力分段把150頁的原文書努力讀完。讓我了解憶起讀書的重要性。
Positive,這星期六的考試讓我比平常更加的研讀課本的內容，我發現課本講了許多東西，因此我以後應該要更常閱讀課本才是。大部分的考試內容我都有印象在課本看過，而我也發揮出我的實力去作答，相信應該不至於太差。不過我仍有需要加強的地方，因此之後上課我也要更認真才行。
Positive,經過第一次考試後，我了解了老師出題的方式，並在讀書時更有方向，也知道了自己的不足，未來會再更努力改正自己的缺點
Positive,自從教授說這週六要考資概以來，每天都有撥出一點空閒時間來讀資概，不同於高中的課本是由中文寫的，大學的教材都以英文居多，增加閱讀困難度，準備起來有點吃力。雖然一開始可能很不適應，不過閱讀原文書可以增進英文能力，對日後攻讀研究所也有很大幫助，日後還是要多多努力。考試的內容都是上課教授有提過的，部分內容可能不太明白，以至於考試時寫不出答案，期許自己未來上課要專心一點，下課多問問題。
Positive,面對上大學後的第一次考試，心情蠻緊張的，在拿到書後的一個禮拜，我可以說是全心全意在準備這次的小考，在準備的過程中，讀到Order of Magnitude時，遇到了一些小困難，後來靠著書上的說明還有上網查資料，不僅看到考試題目有考到這部分的時候覺得游刃有餘，在搜尋的過程中還順便看到了Big O的概念。雖然我並沒有考古題可以讀，但這次的考試對我來說，我認為問心無愧，我是有用心準備的！唯獨題目中最後一題問到關於大數據的應用，我不知道怎麼回答，可能要再多多接觸最近熱門的領域。
Positive,對於這一次考試，我覺得有非常大的跟進空間，因為雖然我在考試前有溫習，但是我在考完後還是覺得不足夠，所以我會在之後的考試會在更早的時候溫習，令考試可以有更好的成績。
Positive,這次上的東西我覺得比之前的簡單一點點，之前有一款遊戲跟and or not 有關，讓我上課的時候比較有一點信心，目前上課速度越來越適應，但課本還是看的不是很懂
Positive,近幾次上課我漸漸開始聽得懂了，希望這個狀態能繼續維持，也謝謝老師認真地教我們，我能感受到老師的用心想讓我們學到很多，我也會努力把這門科目讀好
Positive,今天開始進入到硬體的世界，前三章都是在講金字塔最高層的東西，演算法那些的，而現在 4 5 章在說金字塔最底層，電腦分成硬體跟軟體兩大部分，其中硬體是由許多零件組合而成的，當然，只有硬體是稱不上電腦的，還要有軟題植入電腦，這才是我們所謂的電腦，所以為什麼電腦要有作業系統，因為為了要電腦可以運作，從現在開始我覺得才是重點，因為這畢竟是電腦的一開始，撇開軟體不談，就算你有軟體，你沒有硬體你哪能有電腦，我覺得要學好就要兩者相輔相成，才能讀好資訊概論。
Positive,考試後第一次上課感覺沒甚麼壓力，老師上課的時候氣氛還行，我的精神狀況也不錯。希望以後都能這樣!!
Positive,這次上課的內容以前有學過一些 所以比較能跟上 趁連假先預習可能是個不錯的選擇
Positive,這次資訊概論開始教硬體的東西，雖然以前聽大人說現在科技進步非常快，以前沒什麼實感，以為這些東西一開始便長那樣，但是自從經過這次的課程我才理解到那進步的速度的誇張程度，從2300到50億，第一次聽到時有些震撼，原來這些東西竟然原來是如此不堪使用的，然後聽說之後還會有製作CPU的課程，沒想到這麼快便可以學到這知識，我一直以為這些東西是電機才要學的，沒想到資訊工程也要知道如何設計，這的確是令人期待的課程，令人開始期待之後的課程了，希望教授教的東西我能全部吸收，成為自己的養分，這樣才能為未來的自己才加實力，使自己成為一個這方面十分厲害的人，不會被別人看不起。
Positive,開始認真聽老師上課之後，覺得資概並沒有那麼難了，對人工智慧很有興趣，希望之後可以越來越了解人工智慧的相關知識
Positive,我覺得經過了一次小考，我更能知道自己上課的時候筆記該怎麼做、重點該怎麼整理、哪裡讀書方法不對，在知道這些之後，上課變得更認真了呢。(當然之前也認真，現在更認真啦哈哈哈!)
Positive,這次上課的內容感覺聽起來比之前更具體一點了，不過還是需要花費時間來完全理解，而且課本上的內容也要花時間慢慢讀，這次的上課內容有說到cpu之類的東西，而且之後期末說要做，有點緊張怕不會，希望之後我能更努力的好好把這科讀好！
Positive,介紹有關CPU如何製作，從過去到現在原本只有很少電晶體，到現在竟然能高達50億以上，真不讓人不敢相信。還有如何用電路來判斷 ture false，也就是1 0，還有AND要幾顆電晶體等等。補( 考試心得)，我覺得我有用心準備考試，我應該能考得不錯吧!學了很多呢。
Positive,我覺得老師用英文上課 ，可以讓我們的英聽進步 ，我想大學很重要的一個能力，老師教的演算法也能讓我們程式設計更進步!，
Positive,經歷了第一次小考的教訓，我上課更認真聽了，平時也時常將課本拿出來看內容。希望我能學得更多，為自己增進知識，更為未來鋪路。
Positive,老師對於科技新技術很有研究，希望未來能夠與企業無縫接軌，而不是學習舊有無用的技術，謝謝老師的帶領
Positive,今天的課程讓我重新對電路有新的了解，不管是設計電路的5個步驟，全加器的設計；以及CPU有哪些元件等等。令我大開眼界。今天的上課情況，太多人被睡覺被老師罰站，值得警惕。
Positive,今天把第四章作個收尾，我覺得這堂課的重點是全加器(ADD circuit)、Multiplexor circuit和 Decorder circuit的介紹，以及為明天第五章CPU相關做一個鋪路，期待明天的課程內容。
Positive,今天拿到了考卷 比預想的成績高了ㄧ點，還蠻高興的 也許我的努力有點回報了，希望能ㄧ直保持下去
Positive,今天老師講解了有關於CPU的基本運作概念以及跟她相互配合運作的其他軟件和硬體，儘管都是些未曾相識的知識，我依然努力的汲取。老師更說明了記憶體和硬碟並加以解釋讀取速度的差異和資料存取的概念，雖然老師上課上的很認真，但總有些人上課愛打瞌睡以及不專心聽課，希望下次上課的進度和氣氛更加一步改善 :)
Positive,這禮拜聽得比較懂，對資概不會比較排斥了，教授所講的課程我都很努力去聽，很努力地去理解，這禮拜比開學幾周都要來的聽得懂，之後也會更加努力。
Positive,今天教授有?到我們需要瞭解CPU的設計，我覺得還蠻新鮮也很好奇。我曾經在馬來西亞上過兩年的資工了，都沒很深入瞭解到CPU的設計與概念，衹是很基本的知道它的功能，如何操作等。這門課很完善的從演算法開始叫我們如何以一個資工係學生該有的思維邏輯去思考，我覺得挺棒的。很期待接下來的課程，希望可以在這門課有好的表現。
Positive,禮拜一拿到了小考的成績，覺得很開心。雖然只是第一次小考，還看不出什麼，但還是有某程度上激勵的作用。最近的課程越來越難了啊~期許自己下次考試也可以考出滿意的成績!
Positive,終於拿到上次的小考啦，蠻開心自己在大學的第一次考試有一個還不錯的成績，希望以後能夠繼續保持下去。我覺得這星期的課程和前幾章有很大的落差，不像之前能夠用寫程式的邏輯套用，到了CPU的世界真的踏入另一個更未知的領域。
Positive,老師上課教的東西很實用， 對cpu有更進一步的了解，能夠早點奠下基礎對往後的課程會很有幫助，
Positive,今天把上禮拜的內容—CPU的組成及相關介紹得更為詳細，從op code、暫存address到RICS(簡單指令集)和CISC(複雜指令集)，都提到了一遍，因此更加深了上禮拜的印象。期待明天。
Positive,就快要期中考了，一定要全力以赴
Positive,我覺得老師最近教的東西讓我覺得，時代不斷不斷的進步，作程式的我們能做的更多也更方便了，但世界上高手到處都是，不好好提升對軟硬土的認識，機會可能會空手讓人，看來提升自我是我目前要努力的課題
Positive,今天上課感覺都圍繞銅東西講的感覺。這樣的速度很喜歡。感覺比較聽得懂。好開心。快要期中考了。要準備開始複習了。
Positive,老師今天把CPU講完了，老師今天有特別強調人機的互動，我想在以前的年代沒有強調創意這兩個字吧，而我們現在這個年代最重要的就是創意，因為有創意才能跟別人不一樣，理論的東西大家都會，但創意就不一樣了，如果想要在這個社會活下去就必須要有創意，有創意才能賺大錢，我想是這樣的吧，第六章是在講虛擬的東西，希望我能循序漸進學好資訊概論。
Positive,這周將第五章結束也將第六章上完，教授提到這個章節裡的很多東西在大二、大三都有更進一步的課程可以去修，尤其是雲端的課程一定要修，寒暑假把開放的程式碼下載下來研究研究，增加自己的能力，將來才能找到不錯的工作。
Positive,這禮拜的教室空調有點悶，上課學習的環境不是太好，但我回去還是會複習，希望進度不會掉太多
Positive,在這次的課程中把硬體的結構都大致跑過一遍了，雖然一開始覺得有些複雜困難，但是經過反覆地觀看前後文，以及一些英文單字的查詢，目前已經比以前了解許多了，不過沒想到這麼快就要前進到第六章了呢，我以為硬體這部分還會再講更多例子來補充說明，結果直接不囉嗦進到系統軟體了呢，所以必須再找個時間複習前面的東西，要不然會跟不上進度，過去學得又忘記了，希望接下來也能接著順利學習新的知識，要不然就要徹夜苦讀來補充進度所出現的缺失了，我可不想再經歷一次呢。
Positive,這周因緣際會坐到了第一排，沒想到聽課的效果、效率增加了好幾倍，相較於之前坐在後面幾排，第一排比較能專心且不能玩手機、打瞌睡，這樣對課業有幫助，之後都會做到第一排來，好好認真聽老師上課。
Positive,這幾週都在講有關於硬體方面的知識，雖然我對這方面較弱，但上課時我仍認真聽懂教授所教導的部分，像是布林邏輯，記憶體，CPU等等的處理方式。 這也讓我更加知道為什麼電腦有速度快也有速度慢的差別。 希望我能夠透過學習來對這方面有更加的了解，並且在未來也許有機會用在工作上，因此我也要更加努力的去學習。
Positive,今天老師延續上周的進度解著往下講，更深一步的介紹有關硬體的知識，使我們對於資訊的世界有著更多的理解。雖然我自身還尚有甚多的不足，但我會努力盡我之力來完成的，此外，在上課之餘，老師也不忘關心棒球賽，甚至還詢問了一位同學相關的賽程以及比賽過程，讓上課的氣氛增添了些許的俏皮和放鬆。
Positive,這週上到許多有關網路的知識，像是頻寬對速度的影響，資訊協定連結伺服器等。 對網路這方面有些興趣，畢竟是平常都在接觸的東西，我會想去了解為什麼網路可以做到許多事情，以及他如何達到可以透過不同路徑取得網路。 我想我會想更加了解這方面相關的知識。下週就是期中考，為了第一次的大考，我想我會更加努力以求好成績，並且透過學習了解目前所上到的內容，並且檢討自己的缺失。 因此我要努力讀書了。
Positive,今天特別認真聽，聽得特別懂！(開心)，
Positive,今天老師講了HTTP的資料傳遞路線，以及網路資訊安全的重要性，在不久前幾個月才爆發了駭客綁架電腦檔案並索取贖金的事件，我覺得網路安全是現在一個非常重要的課題，就因網路越來越發達，網路安全才越顯得重要，要會自保就必須了解網路病毒如何運作，我非常期待接下來的上課內容!!
Positive,這禮拜教授出了第一份作業，我一定要好好研究的
Positive,今天因為我們班進度較快又能聽到課程以外的資訊了，能適時補充那些與時事相關的資訊十分有用，而資訊安全這塊領域也是我的初衷，我就是為了學習資安部分才選擇資工系的，希望能在這一塊學到充分資訊
Positive,這周教了關於資訊安全。這部份是我最想深入學習的領域，因為在新聞上看到許多駭客攻擊的事件，所以我想在資訊安全這方面貢獻心力。希望我能達成心願。
Positive,這週宣布要去做一個寄email的APP，讓我有沒頭緒。我習慣先看別人做一次我再學著做，這次竟然就直接丟個題目叫我們自己去網路上找，我完全不知道要如何下手。或許這也是培養我們自主學習的能力，我也不會抱怨太多，我欣然接受這個挑戰，畢竟人生不可能永遠都有真人的教導，有時候是直接去網路上學習如何做事情的，尤其是科技進步的現在，未來這個可能性越發越高，我只能盡量習慣了。
Positive,這禮拜得知了要寫e-mail的作業，老實說真的覺得頗有挑戰性，希望能順利完成作業，我覺得自己很幸運，自己待的班進度比較快能夠聽教授說很多課外或職場的知識，這是其他教授的課堂上學不到的，經過今天的課程，我對於本來認為很複雜的網路有著初步的了解，最後希望我能夠順利完成作業
Positive,這禮拜期中考的成績出來了，我覺得自己考了一個還不錯的成績，希望可以照著這個水準繼續維持，目前進入到高等程式語言的介紹，老師提到學會了一個語言之後學其他語言就很快，我覺得很正確，只要了解每個不同語言的特性之後，在搞清楚語法的不同，基本上現在流行的語言都可以很快學會。
Positive,今天發了第二次考試的考卷，考的不大理想，希望在未來兩次考試，我能再更進步，也希望能夠拿到好成績
Positive,最近介紹了5大高階程式語言，雖然目前只會一點點的C++，希望之後能將JAVA與python學會，這兩項是我從國中時就常聽到的程式語言，可見他們十分的廣泛被運用於日常生活中
Positive,又回到了偏軟體的部分，一直以來，我都大概知道程式的運作原理，但都是建構在前人所創立的語言上，我十分欽佩那些能夠研發出各種程式語言的人，讓後人的程式應用上能夠更便利也更直觀，我想我要努力研讀各種程式語言，精進自己的能力，才不枉前人的辛苦耕耘，也才不愧對自己的家人與朋友，邁向光明的未來！
Positive,今天考試成績出來了，比我預期的分數高了一些 ，有點開心 ，看來努力有回報了
Positive,這次的期中考我認為我的狀態還不錯，希望下次期末繼續努力。然後發現現在上課的內容漸漸地都吸收的了了，希望再加油。
Positive,我覺得上課越來越能跟上老師的速度了，雖然有些上課內容還是會有些疑問，但能聽懂比以前還要多了，希望之後能進步更多
Positive,今天講了各種不同的高階語言，果然最眼熟的還是只有C++呢！老師真的是很博學多聞呢，希望可以繼續從老師身上學習，希望我可以堅持下去。
Positive,今天看了期中考成績，雖然跟上次比進步蠻多，但分數還是不甚理想，同時拿考卷時不小心瞄了一下大部分人的成績，發現跟同學之間的落差並沒有發生什麼變化，大家也都進步了，所以今天上課特別認真，希望日後的課也能跟今天一樣認真。
Positive,終於拿到期中考成績了，覺得很開心~期許自己繼續保持。總覺得時光過好快啊。。。。。。一轉眼竟然已經學期中了。。。。。。
Positive,本週提到了目前我們最常使用的高階語言，還有各種程式語言間的差異性。例如加註解的部分，還有一些語法變化。希望未來可以把程式語言學好一點。
Positive,這次來到了各類的語言，了解到了各類語言的不同，還有高階低階語言的不同，這堂課過後應該要開始熟悉一些其他語言了
Positive,又過了一次充實的資訊概論，今天老師火氣好像有點大，罵了好多同學呢，不過我相信這都是為了我們學生好，雖然我也被罵了，但我還是會很認真上課
Positive,今天老師介紹了五個不同程式語言的特色跟用法，每個程式語言的概念大同小異，只是語法有點不同，所以其實學了其中一個，其他的都會，資工學習的領域真的很廣泛，我們應該都要學會自主學習，然後多方思考，融會貫通，希望能精進自己的能力。
Positive,這禮拜講到了五種高階的程式語言，得知高階語言可攜性比較高，並比較他們之間的差異，才發現就算是不同的語言，寫程式的方法也是差不多的，只有一些語法的差別。有提到軟體工程的部分，教授用業界的角度講述軟體工程的分工跟步驟，很真實的感覺，也期待自己將來進業界能有好的表現。
Positive,這禮拜聽老師更加深入的講解圖林的貢獻，以前只知道他是個很偉大的人，但具體來說偉大在哪裡其實沒有很明白，但聽老師介紹之後，才發現真的不得了，沒想到80年前的人可以這麼有遠見，提出了簡單完美的概念，到現在還適用，也為自己選擇了一條很有未來的路感到驕傲，希望可以學習圖林的精神，為未來的社會做出哪怕只有一點好的貢獻。
Positive,資概的小考又快要到了，眼看期末就要來臨，課程也來到了收尾的階段，希望能夠好好的把資概學好，並在以後的生涯中好好學以致用!
Positive,經過這個禮拜過後已經越來越接近期末ㄌ，在這半個學期已隨著老師的腳步一點一滴的成長，雖然在過程中遇到許多的挫折與挑院，但我還是突破ㄌ，希望未來的我能越來越好
Positive,這禮拜了解到圖靈機有多麼的了不起。圖靈先生真不愧是鬼才，能夠在那麼久以前就創造出了這台完全符合一個完美演算法的結構。此外我也了解到演算法是多麼的美妙，透過演算法的設計來使我們的效率能有效的提升，讓我們能夠依靠機器來突破我們人類的極限。我想我也應該要努力學習如何設計演算法，這必定能成為我的一項工具。
Positive,以前在打程式的時候只把它當成一個程序，並沒有想通其中的原理，經過了這次的課程我了解了不管是compiler或是更深處的事物，打程式雖然簡單，但背後卻是幾百年來一點一滴的累積，如今我們只要利用高階程式語言就能完成程式，實在沒有理由不更認真學習!
Positive,每個程式語言都有自己的優缺點，不同時期所發展出的程式語言象徵著那個學期人們的需要，經由程式語言的發展，從一開始簡單到複雜，複雜又回歸到簡單。簡單易懂的語言還是人們比較好理解，也比較方便傳承，每個程式語言雖然都大同小異，但還是有它存在的必要，他的優點就反應了他自己的獨特性，擁有別人做不到的功能，我想，要成為一個好的軟體工程師，需要好好的熟悉熟悉他們，多寫，多用，才能進步。
Positive,這次的課程讓我了解到電子商務為什麼會成功，以及電子商務最重要的是什麼。發現到現在的世界越來越國際化以及快速化，別國的貨物都可以很快獲得。
Positive,今天上課時講到了應用的方面，其中提到了預測以及模擬，原來我們的日常生活中有這麼多的應用充斥在周遭，以及我們資訊領域涵蓋的範圍之廣、學問之深感到讚嘆，希望我們能一步一步的朝向能開發出這種大型應用的工程師邁進，為世界的改變增添一份助力。
Positive,這次被老師點到要寫關於空氣品質檢測的程式，之前沒有撈過資料，所以可能要提早一點做，這次上的關於電子商務的部分，知道了這方面的潛力，有非常大的成長空間，讓這幾年世界首富前幾名競爭激烈，並獨占鰲頭的就是它，所以應該更加了解他，考試加油！！
Positive,最近老師講的東西跟生活有很大的關係，像是電子商務我就很有興趣，如何在短時間內下訂單並拿到貨物，是很厲害的事，我要多學學，也成為首富之一
Positive,這禮拜上課開始介紹了application，在電腦、模擬的過程中，有發展出許多應用。包括很多人機互動，像是航空公司的模擬機，可以用來測驗飛行員的能力，可以完全模擬實際狀況。可見，模擬(虛擬)的應用非常實用，而且發展得很好。此外，我有空的時候，應該要把過去的圖靈獎發明看過一次，以了解電腦的歷史，增加資概的知識。
Positive,不知不覺學期已經過了快一半，希望接下來的兩次期中考都能考的不錯，教授最近也開始出了作業，讓學習更有挑戰
Positive,這禮拜上課開始介紹了application，了解到發展了很多功能，例如航空公司的模擬機，可以用來測驗飛行員的能力，可以完全模擬實際狀況。我覺得我應該更加深入的了解，對我將來的視野及認知能有很大的幫助。
Positive,現在電子商務的發達，讓很多東西逼案的更方便，期待之後的教學
Positive,這次上課主要講解了電子商務的興起，以前電子商務還不是很興盛，但隨著大數據分析的時代來臨，以及結合虛擬以及實體店面，成功的抓住到大眾的心理，順勢發展，如今最顯著的改變就是全球富豪第一名已經變成了亞馬遜的CEO。現在可能還不是很起眼的方面，隨著未來的科技發展，就有著無限的可能，總有著一些人能捕捉到一點蛛絲馬跡，而成功搭上這班順風車，所以我們應該多接觸一點最新的科技並結合現實的需求，說不定下個成功的例子就是我們了！
Positive,這星期學習到各領域資工係的運用，學到了在整個經濟體系上可以讓我們發揮所學的地方。我覺得資工真的是無可限量的一門學問。真的會在未來的世界影響重大。主要是?在網絡上的生意，不管是在客戶分析到物流走向，資工的學問都不可缺少。大數據的分析以及物流走向的設計已成了大熱門，是各大公司想要積極發展的區域，他們也決定了網絡生意的可行性及成功率。希望未來我也可在其中的領域有好的表現。
Speed,今天有兩堂課，時間很多，助教還因為放錯投影片被教授罵，不過教授因為我們進度比較快，所以教的很慢，讓我們能更清楚這個觀念
Speed,還好有認識的學長考前幫我提點觀念跟解惑 不然這次考試題目數量多到差點寫不完，雖然感覺是都從課本內出蠻多 不過課本內習題也是非常多 配上上課速度極難消化 ，對之後的考試還是蠻擔心的
Speed,上了有關CPU還有相關的資訊，都要回去再多想幾次才能了解，速度上還是偏快，但如果有預習狀況應該會改善很多。
Speed,今天上課有上到有關2進位的內容，也有講到AI。也有說道前陣子很紅的Alphago，還有他是如何去執行。如果我們要設計一個類似Alphago的話該怎麼去設計，這個也有說到。我今天發現其實資訊概論包含的內容很廣。可以讓我們了解很多有關資訊界很多很多的知識。不過今天講的速度真的有點快，需要非常非常專心才行。
Speed,這禮拜老師的進度有一點快，雖然可以提早下課，但有點聽不懂老師在講什麼，希望等我有時間的時候可以好好地把課本讀過一遍。
Speed,上邏輯電路時，希望教授放慢步驟詳細講解每個線路過程，單純看過PPT簡報很難理解課程內容，考試內容與上課內容差異太大，學生難以吸收，大幅降低了學生的上進心與熱忱
Speed,上課速度有點快，有時候會不知道到下一頁了，現在在教的部分大概還聽得懂，但是考試範圍有點廣，沒考古題很難讀
Speed,這週講了如何運用電晶體跑程式，還有CPU的指令流程。雖然老師講的很詳細，可是他講英文的時候我都聽不太懂，又講的恨快。看來如果想要真的理解這些，只能再自己慢慢看書了。
Speed,最近主要在教電路圖，跟以前的內容比較不同多了些新鮮感，上課速度上有一點快，但都還算聽得懂，希望接下來能把它學好，並將它好好利用。
Speed,老師上課速度非常快，導致考試會很難面對，希望教授能出些作業讓學生了解自己哪裡念不夠紮實，以及學校出題方向
Speed,這個禮拜老師的進度有點快，有點聽不太懂，期中考的範圍又大，期望自己在期中考前可以把課本內容看過一遍，會得到比較多的收穫。
Speed,CPU真的是很複雜 在學到這個單元之前，都不知道原來我在用電腦的時候 電腦內部會發生，那麼多神奇的事 覺得老師教得有點快 自己要先預習，才能跟上老師的速度 
Speed,話說一天就把第六章上完真的好嗎?
Speed,這兩天的課程內容很豐富，且是非常重要的環節，但感覺老師上課速度有加快，使我吸收不像以往容易，經過上次的期中考後，我了解老師的考試方式，也會好好準備下下禮拜的期中考
Speed,教授這幾次上課教得好快，有些內容沒有很了解，很害怕期中考會考很差，回宿舍要好好用功，要趕快找同學討論。今天身體不舒服沒去上課，聽同學說快要教到第七章了，自己趕不上教授教的進度，每天都很認真的在寫程設作業，每次都要花好多時間在程設上，感覺讀書很沒有效率，資概已經很久沒複習了，要趕快找到讀書的步調，加強效率，或許該減少課餘活動了。
Speed,感覺老師教得好快，已經教到第七章快結束了，下星期期中考要從第三章考到第七章，範圍好多有兩百多頁，希望不要考太糟。這次上課有講到講到通訊協定，當中有好多layer，像是物理、數據鏈路和網路等，還有講到區域網路，好複雜，都聽不太懂。星期一有兩節課本來中間沒有休息，不過這次老師竟然有讓我們休息，好像是老師要去看棒球比賽的結果吧，哈哈，上課不久後有同學遲到進來，就被罰站了，不過他把棒球比賽的過程都告訴老師後，老師就讓他坐下了，也讓我們比較有精神上課。
Speed,期中考後第一次上課，可能因為剛考完試，心情比較輕鬆，老師講的還是有點快，在高階程式語言方面，可能因為之前有修過相關課程，所以還算清楚，但資訊加密部分就有點不熟悉，可能要再熟悉一下
Speed,上課進度有點小快 雖然內容沒有到很難 ， 但是不花時間讀依然會很沒頭緒 所以之後還是要先預習 避免跟不上
Speed,這禮拜上課被老師叫要做特別的作業，但是作業需要蘋果電腦但我沒有，只能找同學了。只是11教得太快，上課我只知道老師很喜歡圖靈，他很偉大。
Speed,最近教授的進度突然大進展，有很多地方都是學生自己看，希望自己可以盡快跟上進度，跳的頁數需要一些時間複習，而且又離下次的考試不遠了，看來這一次的考試將會是一個大挑戰呢，如果可以的話希望可以有更多的時間來讀這次的範圍，因為這一次包含的東西在資訊概論中算是特別重要的，再加上一些尚未看完的頁數，這勢必是一個大挑戰呢!況且還有SMTP的作業，這麼說來的話，最近要做的事情還真是多呢，只好努力的做，期盼會有一個不差的結果，或是一個完美的結局。
Speed,最近在講幾個從以前到現在的程式語言，讓我大開眼界，不過老師頁數跳滿快的，有點跟不上，希望可以慢一點
Speed,老師者刺上的有點快，讓我有點跟不上，不過我會努力的
Speed,老師這周教的比較快一些，所以要加緊讀書了，爾且下周就有考試，要趕快準備好，來面對下周的考試。
Speed,這禮拜老師進度有點快速，不知不覺100多頁就講完了。結果又被派了其他作業，要介紹Zara，希望還是可以順利完成呢！
Difficult,題目上還算看得懂，但對於寫演算法還是不熟練及陌生，拿到書的時間不太夠準備考試，難易度算中偏易，但答案回答的都不太完全，得補上原文書筆記的進度。
Difficult,考試沒有很難，但是閱讀題目的速度不夠快，英文方面還需要再加強。寫起來也會卡住，單字量不足。
Difficult,這次考試讓我再一次體會我英文程度的不足，我在最後幾分鐘終於想到那個單字的意思時已經來不及改答案了，不然其實我覺得我都會寫的。另外一方面來說，我覺得時間對我來說頗緊迫的，像是第一題的寫演算法就讓我有點慌了，明明這種東西平常都可以寫的很順，可是當時還是腦子空白很久，可能是因為有時間限制讓我寫得很有壓力吧。
Difficult,這次是升上大學以來第一次的考試，我非常認真準備，雖然還是有讀不完，跟高中最大的不一樣，就是題目都是英文，需要適應一下，好險考題都看得懂，也都有回答出來，希望成績不錯。
Difficult,這次的考試出題範圍較往年少，因此出題也比較細，雖然今年多了比較多邏輯思考的部分，但我相信我的成績應該不會太差
Difficult,今天老師考試的內容我覺得沒有說相當困難，只要能看懂題目以及有著基本的知識，基本上答對八成以上並不會太難，而且老師考的內容幾乎課堂上都有略提一點，例如說圖靈的相關背景，更幫助我在答題時更加順利
Difficult,這次的課程讓我瞭解到的邏輯電路的規則，還算好懂。
Difficult,這次教的東西還蠻好理解的，電路板的樣子以前高中學過，所以感覺很親切。其他。。。。。。沒什麼別的想法欸，一直寫心得真的會越來越想不出來要寫什麼。。。。。。
Difficult,這周上靠內容是網際網路的部分，透過老師一層一層的解說，變得很簡單
Difficult,因為之前就有接觸過很多網路概論了，所以我覺得我的應該可以輕鬆渡過了，但可能還是要注意，聽課的時候不要太輕鬆。
Difficult,最近的內容都比較好理解，可能是因為比較接近我們平常會使用的東西，所以比較好理解
Difficult,最近期中考考完，輕鬆不少，可是資概的作業真是讓人無從下手，令人困擾。最近課程比較簡單，但加密法聽不太懂，之後再看看吧
Difficult,最近的內容比較不難，作業還是頭痛。期中考考得還不錯，倒是一件好事，希望繼續保持。
Difficult,最近老師上課比較容易了解，感覺比較跟得上進度
Difficult,今天教到12章，Turing Machine Examples的一些用法，比較簡單
Difficult,今天老師接續上周的圖靈機，從簡單的一線的到複雜的好幾線，我覺得概念都差不多，所以不會太難，之後還介紹了圖靈獎(Turing Award)，並介紹了許多偉人，圖靈獎就好像是資訊界的諾貝爾獎一樣重大!!令我相當佩服~
Difficult,題目還行只是我英文需要再加強因為題目中的一些單字我都看不懂還好有在時間內寫完
Difficult,考試難度稍難，但還是可以看得懂，也能寫出自己的答案，有把握不會太慘。
Difficult,這是上大學的第一次考試 居然是用全英文 有些看不懂不太會寫 但還是勉勉強搶寫完了 希望有60分
Difficult,我覺得考題有點難，可是如果認真看還是看得懂的，謝謝老師。
Difficult,看了書但還是有點不是很會寫，希望下次能找到方法。
Difficult,難，有點來不及寫完，希望下次能進步
Difficult,問題有點難度 但溫習過後應該可以處理  都是一些課本上的內容~ 對於老師出題感覺能成功引導我們想考 一些演算法的概念 使我們跟上進度
Difficult,這算是我第一次寫全英文考卷，有點不適應，考到最後發現並不是不會寫，是題目看不懂而不知道怎麼寫，也讓我知道我非常非常需要加強英文。
Difficult,經過這次考試後，我得知了自己的無知，還不夠認真的態度。我以後會更加認真的上課、更努力的理解課本的內容，還會花更多的時間在課本內的習題上。希望自己能更進一步的學習，讓自己的知識背景更加豐富。
Difficult,第一次考試抓不到老師會考的重點，所以讀起來有點吃力，加上這次的範圍很大，有點吃不消。所以考試的時候不太會寫，不過下一次應該會好一點
